compound_smiles	compound_source	compound_inchikey	gram-positive	gram-negative	fungi	acid-fast
ClC1=CC=C(NC(=O)NC2=CC=NC=C2)C=C1	spark	AAVUKLGYVIGYKQ-UHFFFAOYSA-N		5.0		
CC(=O)C1=CC=C(NC(=O)NC2=CC=C(Cl)C=C2)C=C1	spark	UAUZMDODFFNVLK-UHFFFAOYSA-N		5.0		
BrC1=CC=C(OCN2N=NC3=C2C=CC=C3)C=C1	spark	BOOMHLUDIOHVOP-UHFFFAOYSA-N		5.0		
CC1=C(SC2=CC=C(Cl)C=C2)C(C)=NN1	spark	FABJXTYEJRKXNN-UHFFFAOYSA-N		5.0		
COC1=C(NC2=NC(=CS2)C2=CC=CS2)C=C(Cl)C=C1	spark	BRWDWLFYHLEMTN-UHFFFAOYSA-N		6.0		
CC1=CC=C(C=C1)C1CC(NC2=NC=NN12)C1=CC=C(Cl)C=C1	spark	ODWSPKDUUDFACC-UHFFFAOYSA-N		5.0		
CC(C)(C)C1=CC=C(C=C1)C(=O)NC1=CC(Cl)=CC=C1	spark	AUBMBUUVZCJOEJ-UHFFFAOYSA-N	5.0	6.0		
ClC1=CC=C(C=C1)C1C=C(NC2=NC3=C(C=CC=C3)N12)C1=CC=CC=C1	spark	NAHAHBXSDPMVID-UHFFFAOYSA-N		6.0		
COC1=CC=C(C=C1)C1=CC(N2C(N1)=NC1=C2C=CC=C1)C1=CC=CC=C1	spark	KXOFJDWDKOSCKH-UHFFFAOYSA-N		5.0		
ClC1=CC=C(C=C1)C1=CC(N2C(N1)=NC1=C2C=CC=C1)C1=CC=CC=C1	spark	KSUIICURLSOGLF-UHFFFAOYSA-N		6.0		
COC1=CC=C(C=C1)C1C=C(NC2=NC3=C(C=CC=C3)N12)C1=CC=C(OC)C=C1	spark	HYLIEPAYTAEYAH-UHFFFAOYSA-N		6.0		
[O-][N+](=O)C(\CC\C(=C\C1=CC=C(C=C1)[N+]([O-])=O)[N+]([O-])=O)=C/C1=CC=C(C=C1)[N+]([O-])=O	spark	FGMRRTYPNHDBPB-WHYMJUELSA-N		5.0		
CC(C)CN(CC(C)C)C(=O)COC1=CC=C(C=C1)C(C)(C)C	spark	HKATWTDPNVKLFO-UHFFFAOYSA-N	5.0	5.0		
CC1=CC(NC(=O)COC2=C(C=CC=C2)C(C)(C)C)=CC(C)=C1	spark	XHEWTZCZHBWYRD-UHFFFAOYSA-N		5.0		
CC(C)(C)C1=C(OCC(=O)NC2=C(F)C=CC=C2)C=CC=C1	spark	XRMZGKAEKBIJJY-UHFFFAOYSA-N		5.0		
CC(C)(C)C(=O)NC1=CC=C(Cl)C=C1C(=O)C1=CC=CC=C1	spark	VXRDZYYVPBNNOW-UHFFFAOYSA-N		5.0		
O=C(NCCC1=CC=CC=C1)C1=CC2=C(O1)C=CC=C2	spark	JNGRUCSNDOEDDY-UHFFFAOYSA-N		5.0		
ClC1=CC=CC(OCC(=O)NC2CCCCC2)=C1	spark	SFEPGENKHXTUPY-UHFFFAOYSA-N		5.0		
CCCCC1=CC=C(NC(=O)COC2=CC(Cl)=CC=C2)C=C1	spark	VOSHLARSHLAIMJ-UHFFFAOYSA-N		5.0		
CC(=C)COC1=CC2=C(C=C1)C(=O)C(OC1=CC=CC=C1)=C(C)O2	spark	KRSNMLUQSXAFPT-UHFFFAOYSA-N		5.0		
CC(C)OC1=CC=C(C2=NNC=C2C2=CC=C(F)C=C2)C(O)=C1	spark	HHFPDNOGLMWBDT-UHFFFAOYSA-N	5.0	5.0		
CCC1=C(C(=O)C2=C(O1)C=C(OC(C)C)C(CC)=C2)C1=CC2=C(OCO2)C=C1	spark	ZTFQBMXTSMUZNL-UHFFFAOYSA-N	5.0	5.0		
CCCCC1=CC(C(=O)CC2=CC3=C(O2)C=CC=C3)=C(O)C=C1O	spark	NITBHGQOAGFKPB-UHFFFAOYSA-N	5.0	6.0		
CC(C)(C)C1=CC=C(C=C1)C1=NN=C(S)N1	spark	IOJOIOYNUDYUPU-UHFFFAOYSA-N	5.0			
CC(C)C1=CC(Cl)=C(C)C=C1OCC1=NN=C(S)N1CC(C)=C	spark	ZKKMAXRYGDAPHF-UHFFFAOYSA-N	5.0			
SC1=NN=C(COC2=CC=C(Cl)C=C2)N1C1=CC=C(Cl)C=C1	spark	NBGDUTFBYUEICO-UHFFFAOYSA-N		5.0		
CC(=C)CN1C(S)=NN=C1C1=CC=C(C=C1)C(C)(C)C	spark	GLSITHPKPLBGIG-UHFFFAOYSA-N		5.0		
SC1=NN=C(N1C1CCCCC1)C1=CC=CC=C1	spark	VTLLUDFHDJESNU-UHFFFAOYSA-N	5.0	5.0		
SC1=NN=C(N1C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1	spark	SRHQEOHMRBILGI-UHFFFAOYSA-N	5.0			
SC1=NN=C(N1C1CCCCC1)C1=CC=C(Br)C=C1	spark	UYOIYFDTAGFHFP-UHFFFAOYSA-N		5.0		
SC1=NN=C(N1C1CCCCC1)C1=CC=C(Cl)C=C1	spark	XRHUXNAMYPEHHK-UHFFFAOYSA-N	5.0	5.0		
COC1=CC=C2N=C(NC(=O)C34CC5CCC3(C)C5(C)CO4)SC2=C1	spark	YMENGNMVWJFKRI-UHFFFAOYSA-N		5.0		
CC12COC3(CC1CCC23C)C(=O)NC1CCCCC1	spark	XIHAFSDHTOCIIO-UHFFFAOYSA-N		5.0		
CC12COC3(CC1CCC23C)C(=O)NC1=CC=C(F)C=C1	spark	SQNZANSNJAYHLN-UHFFFAOYSA-N		5.0		
CC12COC3(CC1CCC23C)C(=O)NC1=NC=C(Cl)C=C1	spark	ZGARUBWYPAYASO-UHFFFAOYSA-N		5.0		
ClC1=CC(NC2=NC(=CS2)C2=CC=CS2)=C(Cl)C=C1	spark	GCMHZKYUYHPJLP-UHFFFAOYSA-N		6.0		
CC(C)(C)C1=CSC(NC(=O)C2=COC=C2)=N1	spark	HAJWCPUUWYLSTF-UHFFFAOYSA-N		5.0		
BrC1=C(N=C2C=CC=CN12)C1=CC=CC=C1	spark	HVPPJXIGEZYEGQ-UHFFFAOYSA-N		5.0		
OC(CSC1=NN=C(O1)C1=CC=C(F)C=C1)C1=CC=C(C=C1)[N+]([O-])=O	spark	OMTOHUADTUJUHA-UHFFFAOYSA-N		5.0		
CCCCOC1=CC=C(C2=NNC=C2OC2=CC=CC=C2)C(O)=C1	spark	GEDNDDWNNGLMKA-UHFFFAOYSA-N	5.0	6.0		
CCC1=C(OC)C=C(O)C(=C1)C1=NNC(C)=C1OC1=CC=CC=C1	spark	PNSTVNIXEVZIBA-UHFFFAOYSA-N	5.0			
CCCC1=CC=C(OC2=CNN=C2C2=CC=C(OC)C=C2O)C=C1	spark	LGVRYTOGUANMTF-UHFFFAOYSA-N	5.0	6.0		
CCCC1=CC=C(OC2=C(C)OC3=C(C=CC(OC)=C3)C2=O)C=C1	spark	QHSATRXZIMPMAA-UHFFFAOYSA-N		5.0		
CCC1=C(OC(C)C)C=C(O)C(=C1)C1=NNC(C)=C1OC1=CC=CC=C1	spark	WKXXNJWKZISLGE-UHFFFAOYSA-N	5.0	5.0		
OC1=C(\C=N\C2=C(Br)C=CC=C2)C2=C(C=CC=C2)C=C1	spark	BWIVCJWRPRTTCM-YBFXNURJSA-N		5.0		
NS(=O)(=O)C1=CC=C(C=C1)\N=C\C1=C(O)C(Cl)=CC(Cl)=C1	spark	ZBUILKZAUXTOSA-REZTVBANSA-N		5.0		
COC1=CC=CC(=C1)\N=C\C1=C(O)C(Cl)=CC(Cl)=C1	spark	VFEJJVZFQIPDKG-CAOOACKPSA-N		5.0		
ClC1=CC=C(C=C1)S(=O)(=O)N1CCN(CC2=CC=CC=C2)CC1	spark	CJZZSVCCBZWMCS-UHFFFAOYSA-N		5.0		
FC1=C(Cl)C=C(NS(=O)(=O)C2=CC=C(Cl)C=C2)C=C1	spark	JDIKOGIZKAGIGB-UHFFFAOYSA-N	5.0	5.0		
ClC1=CC=C(C=C1)S(=O)(=O)NC1CCCCCC1	spark	KWICOIRIXARTAX-UHFFFAOYSA-N		5.0		
CC1=C(Cl)C=C(NS(=O)(=O)C2=CC=C(Cl)C=C2)C=C1	spark	YXFVXBOREVXWRU-UHFFFAOYSA-N	5.0	5.0		
ClC1=CC=C(C=C1)S(=O)(=O)NC1=CC(Cl)=CC(Cl)=C1	spark	YTACCJMZGUDUFH-UHFFFAOYSA-N	5.0	5.0		
CC1=CC(NS(=O)(=O)C2=CC=C(Cl)C=C2)=C(C)C=C1	spark	MOARWRMTEQRKDP-UHFFFAOYSA-N		5.0		
COC1=CC(OC)=C(NC(=O)C2=CC(C)=CC=C2)C=C1	spark	AEJJFGDHYXSPNW-UHFFFAOYSA-N		5.0		
CCOC1=CC=C(C=C1)C(=O)N1CCN(CC1)C1=CC=C(F)C=C1	spark	PVTYYZMSGSUUIV-UHFFFAOYSA-N		5.0		
C1CCN(CC1)C1=CC(=NC2=CC=CC=C12)C1=CC=CS1	spark	SSWHDVCIDUKFPK-UHFFFAOYSA-N		5.0		
C(SC1=NC=CC=C1)\C=C\C1=CC=CC=C1	spark	FJADTEIITQQHDN-RMKNXTFCSA-N		5.0		
C(SC1=NC2=C(N1)C=CC=C2)C1=CC=CC(CSC2=NC3=C(N2)C=CC=C3)=N1	spark	TYMDRIURLRAWCF-UHFFFAOYSA-N		5.0		
CC1=NN(C2=C1C(C1=CC=CC=C1[N+]([O-])=O)C(C#N)=C(N)O2)C1=CC=CC=C1	spark	CMQNJXXDAHODHG-UHFFFAOYSA-N		5.0		
FC1=CC=C(C=C1)\N=C\C1=C(OCC2=CC=CC=C2)C=CC=C1	spark	RGHWACDWPOEJKV-HYARGMPZSA-N		5.0		
NC(=O)C1=CC=CC(=C1)\N=C\C1=C(O)C=CC(Br)=C1	spark	DPBKWTLAKLQDHY-CAOOACKPSA-N		5.0		
CC1=CC=C(C=C1)C(=O)NC1=C(C=CC=C1)C(=O)C1=CC=CC=C1	spark	VWQQRQILQZIOEZ-UHFFFAOYSA-N		5.0		
COC1=CC(NC(=O)C2=CC=C(C)C=C2)=C(OC)C=C1	spark	ALQVEQHAEAYEIF-UHFFFAOYSA-N		5.0		
CC1=CC=C(C=C1)C(=O)NC1=CC=C(C)C(C)=C1	spark	LFWFLJUXQPSBME-UHFFFAOYSA-N		5.0		
ClC1=CC(Cl)=C(C=C1)C(=O)NCC1=CC=CO1	spark	VBEWTNMSLDIDGT-UHFFFAOYSA-N		5.0		
CC(=O)C1=CC(NC(=O)C2=CC=C(Cl)C=C2Cl)=CC=C1	spark	WYENSOXGXSFVCY-UHFFFAOYSA-N		5.0		
CC(=O)C1=CC=C(NC(=O)C2=CC=C(Cl)C=C2Cl)C=C1	spark	XEIPRJCDIRWOCT-UHFFFAOYSA-N		5.0		
ClC1=CC=C(C(=O)NC2=CC=NC=C2)C(Cl)=C1	spark	CNUMGKSMDVCODH-UHFFFAOYSA-N		5.0		
CN(C)C(=S)SCC1=CC(=O)C(O)=CO1	spark	DDTAECVUPAMZSK-UHFFFAOYSA-N		5.0		
CC1=CC=C(C=C1)C1=CC=C(O1)C1C(C#N)=C(C)NC(C)=C1C#N	spark	LCPWNGHVJBVJEB-UHFFFAOYSA-N		5.0		
FC1=CC(F)=C(NC2=NC=CC3=C2C=CC=C3)C(Br)=C1	spark	YJFVOYUHJJVTCB-UHFFFAOYSA-N		5.0		
C1CCN(C1)C1=CC(=NC2=C1C=CC=C2)C1=CC=CC=N1	spark	XRIMFSNDQQKFRO-UHFFFAOYSA-N		5.0		
C1=CN(C=C1)C1=CC(=NC2=C1C=CC=C2)C1=CC=CC=C1	spark	GSLOZVOXUJQPLV-UHFFFAOYSA-N	5.0	5.0		
C(SC1=CC=CC=N1)C1=CC=CC(CSC2=NC=CC=C2)=N1	spark	JSQHOHXFQOEXGY-UHFFFAOYSA-N		5.0		
BrC1=CC=CC=C1NC(=O)CSC1=CC=CC=C1	spark	AUEKFNWJKFPHIQ-UHFFFAOYSA-N		5.0		
CC(C)(C)C1=CC=CC=C1OCC(=O)NC1=CC=CC=C1[N+]([O-])=O	spark	HQRCBSXXHDWQKJ-UHFFFAOYSA-N		5.0		
CC(C)(C)C1=CC=CC=C1OCC(=O)NC1=CC=C(C=C1)[N+]([O-])=O	spark	CCOWHEKJUXSQRW-UHFFFAOYSA-N		5.0		
FC1=C(F)C=C(C=C1)C1=CC(N2N=CN=C2N1)C1=C(Cl)C=C(Cl)C=C1	spark	HIRLMQGJSFKEIZ-UHFFFAOYSA-N		6.0		
CN(C)C1=CC=C(C=C1)C1C=C(NC2=NC=NN12)C1=CC=C(F)C=C1	spark	GXJGLQPTQPZELK-UHFFFAOYSA-N		5.0		
CC1=CC=CC(=C1)N1CCN(CC1)S(=O)(=O)C1=CC=CC=C1	spark	RLPSEUOQZSTRPI-UHFFFAOYSA-N		5.0		
CCN(CC)C1=CC=C(NC(=O)C2=CC=C(C=C2)C(C)(C)C)C=C1	spark	HYGIXGPPMXYTSS-UHFFFAOYSA-N		5.0		
O=C(NC1=CC=CC2=C1C=CC=C2)C1=CC2=C(O1)C=CC=C2	spark	DLNVSFGVLRYPTP-UHFFFAOYSA-N		5.0		
COC1=CC=C(CCNC(=O)C2=CC3=C(O2)C=CC=C3)C=C1OC	spark	ICGLDNFIXLBXNV-UHFFFAOYSA-N		5.0		
CC1=NN2C(C=C(NC2=N1)C1=CC=CS1)C1=CC=C(Br)C=C1	spark	AFUUFMSNVMITCY-UHFFFAOYSA-N		5.0		
FC1=CC=C(C=C1)C1CC(N2N=CN=C2N1)C1=CC=C(Cl)C=C1Cl	spark	BFQKOOUXEDUCTH-UHFFFAOYSA-N	5.0	5.0		
BrC1=CC=C(NC(=O)C2=C(Br)C=CC=C2)C=C1	spark	FYSAKWBWAQDJDE-UHFFFAOYSA-N		5.0		
CC1=C(C)C=C(NC(=O)C2=C(Br)C=CC=C2)C=C1	spark	IDLSRDSIECGYON-UHFFFAOYSA-N		5.0		
CC1=CC=C(C=C1)C(=O)NC1=CC(Cl)=C(C)C=C1	spark	PNIOWOQYMNHBHJ-UHFFFAOYSA-N		6.0		
COC1=CC=C(C=C1)C(=O)N1CCC(CC2=CC=CC=C2)CC1	spark	SIPODWDZCYJAAW-UHFFFAOYSA-N		5.0		
COC1=CC=C(C=C1)C(=O)NC1=CC(Cl)=C(F)C=C1	spark	SRJQPDFYRJTJHV-UHFFFAOYSA-N		5.0		
COC1=CC=C(C=C1)C(=O)N1CCN(CC1)C1=CC=CC(Cl)=C1	spark	XBBCXMACXDIAPT-UHFFFAOYSA-N		5.0		
COC1=CC=C(C=C1)C(=O)NC1=CC(C)=C(C)C=C1	spark	AXNCKNJBQBJPCR-UHFFFAOYSA-N		5.0		
[O-][N+](=O)C1=CC=CC(=C1)C(=O)NC1=CC=C(Br)C=C1	spark	BCNOELQOESJJCH-UHFFFAOYSA-N		6.0		
CC1=C(NS(=O)(=O)C2=C(Cl)C=CC(Cl)=C2)C=CC=C1Cl	spark	QTCJTRZGGRBCEN-UHFFFAOYSA-N	5.0	5.0		
CC1=CC=C(NS(=O)(=O)C2=C(Cl)C=CC(Cl)=C2)C(C)=C1	spark	HICPXMFCCURGLK-UHFFFAOYSA-N		5.0		
[O-][N+](=O)C1=C(C=CC=C1)C(=O)N1CCN(CC1)C1=CC=CC=C1	spark	ZXSLLJMVQPTDDM-UHFFFAOYSA-N		5.0		
CC1=C(C)C=C(NC(=O)C2=C(C=CC=C2)[N+]([O-])=O)C=C1	spark	KUXBJIXXVRBBIY-UHFFFAOYSA-N		5.0		
CC1=C(C=C(C=C1)C(=O)NC1=C(Cl)C=CC=C1)[N+]([O-])=O	spark	KYRACTJBDWNWFP-UHFFFAOYSA-N		5.0		
CC1=CC=CC(NC(=O)C2=C(Cl)C=C(C=C2)[N+]([O-])=O)=C1	spark	VIQSGUZRECTJEM-UHFFFAOYSA-N		5.0		
COC1=C(C=C(C=C1)C(=O)N1CCN(CC1)C1=CC=CC(Cl)=C1)[N+]([O-])=O	spark	PKYGRKOYTVJAGQ-UHFFFAOYSA-N		5.0		
CC1=C(C=CC=C1[N+]([O-])=O)C(=O)NC1=C(F)C=CC=C1	spark	LHYFPSUHMFBOLM-UHFFFAOYSA-N		5.0		
FC1=CC=C(C=C1)S(=O)(=O)NC1=CC(Cl)=CC(Cl)=C1	spark	GKAYWFLCSDQSJI-UHFFFAOYSA-N	5.0			
FC1=CC=C(C=C1)S(=O)(=O)NC1=CC(Cl)=C(Cl)C=C1	spark	SAEORURQKKGSBQ-UHFFFAOYSA-N	5.0			
COC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(Cl)C=C1	spark	UGWMDSAJIPMLMY-UHFFFAOYSA-N		5.0		
CCCCC1=CC=C(NS(=O)(=O)C2=CC=C(OC)C=C2)C=C1	spark	TYQCWVYXUZQCJI-UHFFFAOYSA-N		5.0		
CCC(C)C1=CC=C(NS(=O)(=O)C2=CC=C(OC)C=C2)C=C1	spark	WWOFYZRLHVKJCR-UHFFFAOYSA-N	5.0	5.0		
COC1=CC=C(C=C1)S(=O)(=O)NC1=CC(Cl)=C(Cl)C=C1	spark	GXILMTRZYNSBTD-UHFFFAOYSA-N	5.0	5.0		
CCC1=CC=C(NS(=O)(=O)C2=CC=C(OC)C=C2)C=C1	spark	SJFQOWJAHKBZKQ-UHFFFAOYSA-N		5.0		
COC1=CC=C(C=C1)S(=O)(=O)NC1=CC(C)=C(C)C=C1	spark	UTYRQPFZVAGFJY-UHFFFAOYSA-N		5.0		
[O-][N+](=O)C1=C(Cl)C=CC(=C1)C(=O)N1CCCC2=C1C=CC=C2	spark	VRUKRPGVZMRSGZ-UHFFFAOYSA-N		5.0		
[O-][N+](=O)C1=C(Cl)C=CC(=C1)C(=O)NC1CCCCC1	spark	NXILMCJKLLFJES-UHFFFAOYSA-N		5.0		
CCC(C)C1=CC=C(NC(=O)C2=C(Cl)C=C(C=C2)[N+]([O-])=O)C=C1	spark	DBOGQVVPSUGWNA-UHFFFAOYSA-N		6.0		
[O-][N+](=O)C1=CC(C(=O)NC2=C(Cl)C=C(Cl)C=C2)=C(Cl)C=C1	spark	GYIYHNSMEARCOA-UHFFFAOYSA-N		6.0		
OC1=C(SC2=C(O)C(=CC(Cl)=C2)[N+]([O-])=O)C=C(Cl)C=C1[N+]([O-])=O	spark	ZAOJWJAARUYTMA-UHFFFAOYSA-N	6.0	7.0		
[O-][N+](=O)C1=CC(Cl)=C(OC2=CC=C(Cl)C=C2)C=C1	spark	RTCVXHVOOYCYNA-UHFFFAOYSA-N		6.0		
O=S(=O)(CNCC1=CC=CO1)C1=CC=C2C=CC=CC2=C1	spark	AQGNCJAOPBBCDE-UHFFFAOYSA-N		5.0		
[O-][N+](=O)C1=C(C=CC=C1)C(=O)NC1=CC(Cl)=CC=C1	spark	XANFSSUIZIYTAQ-UHFFFAOYSA-N		5.0		
[O-][N+](=O)C1=CC=CC(=C1)C(=O)NC1=C(Cl)C(Cl)=CC=C1	spark	QNLGDOYJBSELOL-UHFFFAOYSA-N		5.0		
CCOC1=CC=C(NC(=O)C2=CC(=CC=C2)[N+]([O-])=O)C=C1	spark	ATDFHULEMXNOSD-UHFFFAOYSA-N		5.0		
CC1=CC=CC(NC(=O)C2=CC(=CC=C2)[N+]([O-])=O)=C1	spark	PZZACBBPLIOFMI-UHFFFAOYSA-N		6.0		
CCCCNC(=O)C1=CC(=CC=C1)[N+]([O-])=O	spark	PLKPLRMLCSBJKV-UHFFFAOYSA-N		5.0		
CCOC1=CC=C(C=C1)C(=O)NC1=CC(Cl)=CC=C1	spark	IJHCZFAEEFQFRI-UHFFFAOYSA-N		6.0		
COC1=CC(NC(=O)C2=CC=C(C=C2)C(C)(C)C)=C(OC)C=C1	spark	YOAXPZIHOQPROA-UHFFFAOYSA-N		5.0		
COC1=CC(OC)=C(NC(=O)C2=CC=C(C=C2)C(C)(C)C)C=C1	spark	FTHOLCYKOSGGBQ-UHFFFAOYSA-N		5.0		
CC(C)(C)C1=CC=C(C=C1)C(=O)NC1=CC(Cl)=CC(Cl)=C1	spark	KKEFLNWGAYUVRC-UHFFFAOYSA-N	6.0			
CC(C)(C)C1=CC=C(C=C1)C(=O)NC1=C(Cl)C=CC(Cl)=C1	spark	XSCJCQVXCVSKMU-UHFFFAOYSA-N		6.0		
CCCCN(CCCC)C(=O)C1=CC(=C(Cl)C=C1)[N+]([O-])=O	spark	KEUNYFUIFGHDNH-UHFFFAOYSA-N		5.0		
CC1=C(C=C(C=C1)C(=O)NC1=CC=CC=C1)[N+]([O-])=O	spark	WZLPPEGBGRYQRC-UHFFFAOYSA-N		5.0		
C\C(=N/OCC1=CC=C(Cl)C=C1)C1=CN=C(C)N=C1C	spark	JJVUWLLKMHNZHQ-YBFXNURJSA-N		5.0		
CSC1=NC=C(Br)C(=N1)C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1	spark	JPHVUOJCXRKILP-UHFFFAOYSA-N	5.0			
CC1=NNC2=NC3=C(C=CC=C3)C(NC3=CC=C(O)C=C3)=C12	spark	UVPJZYURAAYYOG-UHFFFAOYSA-N		5.0		
CC1=CC=C(NC(=O)CC2SC(=O)NC2=O)C=C1	spark	UVVOTKPJEDRMFS-UHFFFAOYSA-N	5.0			
NC1=C(C#N)C(C2=CC=C(S2)[N+]([O-])=O)C2=C(CCCC2=O)O1	spark	IPJWTSJMWTZDFW-UHFFFAOYSA-N	5.0	5.0		
BrC1=CC2=C(OC(=N)C=C2NC(=O)C2=CC=NC=C2)C(Br)=C1	spark	HQHZELYQCWRVSN-UHFFFAOYSA-N	5.0	5.0		
COC1=CC=C(C=C1)C(O)CSC1=NN=C(O1)C1=CC=C(F)C=C1	spark	XQKGHTCAMDFFJF-UHFFFAOYSA-N		5.0		
OC(CSC1=NN=C(O1)C1=CC=C(C=C1)[N+]([O-])=O)C1=CC=C(F)C=C1	spark	JCNILCWJMIEUFZ-UHFFFAOYSA-N		5.0		
NC1=C(C#N)C(CCC2CCCCC2)C(C#N)=C(N)S1	spark	PYTUPLUCIVGPHL-UHFFFAOYSA-N	5.0			
OC(CNCC1CCCO1)CN1C2=C(C=C(Br)C=C2)C2=C1C=CC(Br)=C2	spark	LAQAENADPYABIU-UHFFFAOYSA-N	5.0	5.0		
CN(CCO)CC(O)CN1C2=C(C=C(Cl)C=C2)C2=C1C=CC(Cl)=C2	spark	DIAFQPGVESOYBV-UHFFFAOYSA-N	5.0	5.0		
CN(C(=O)C1=NC(=NC=C1Cl)S(C)(=O)=O)C1=CC=CC=C1	spark	HEIFTNPSFCJVGE-UHFFFAOYSA-N		5.0		
CC(C)OC1=CC=C(C2=NNC(C)=C2OC2=CC=CC=C2)C(O)=C1	spark	PUCHOSYCPMJNBS-UHFFFAOYSA-N	5.0	5.0		
SC1=NN=C(N1C1CCCCC1)C1=C(Cl)C=C(Cl)C=C1	spark	JHVHAIVKQSTEDZ-UHFFFAOYSA-N	5.0			
CC1=CC=C(O1)\C=C(/C#N)C1=NC(=CS1)C1=CC=C(Cl)C=C1	spark	RJAOHPNWMLFYSQ-MDWZMJQESA-N		6.0		
CCCOC1=CC=C(C2=NNC(C)=C2OC2=CC=CC=C2)C(O)=C1	spark	PCZLZQDWRNUXOW-UHFFFAOYSA-N	5.0	5.0		
COC1=CC2=[N+]([O-])C(=C(N)[N+]([O-])=C2C=C1)C1=C(Cl)C=CC=C1	spark	PFVBCRHKISLJPE-UHFFFAOYSA-N		5.0		
COC1=CC2=[N+]([O-])C(=C(N)[N+]([O-])=C2C=C1)C1=CC=C(Cl)C=C1	spark	BOKOSSRNHOEIMS-UHFFFAOYSA-N		5.0		
CC(=O)C1=C(C)OC2C1C(=O)C1=C(C=CC=C1)C2=O	spark	CJOVSJRMDUMRKK-UHFFFAOYSA-N		5.0		
CC1=C(C)C=C2C(=C1)[N+]([O-])=C(N)C(C1=C(Cl)C=CC=C1Cl)=[N+]2[O-]	spark	DZSPSYZNVFVKCC-UHFFFAOYSA-N		6.0		
COC1=C(OC)C=C(\C=N\OCCCC2=CC=CC=C2)C=C1	spark	DQANXXZRQJTTID-XMHGGMMESA-N		5.0		
NC1=[N+]([O-])C2=C(C=C(C=O)C=C2)[N+]([O-])=C1C1=CC=C(Cl)C=C1	spark	WSMVLBJNUJCZNZ-UHFFFAOYSA-N		5.0		
[O-][N+](=O)C1=CSC(NC2=CC(=O)C(=O)C3=C2C=CC=C3)=N1	spark	FRMSDFFCNZBNLD-UHFFFAOYSA-N	5.0			
O=C1C2=C(N=C(CC#N)S2)C(=O)C2=C1C=CC=C2	spark	CSOZZEDPKBFLCX-UHFFFAOYSA-N		5.0		
C(N1N=CC2=C1N=CN=C2N1CCN(CC1)C1=CC=CC=N1)C1=CC=CC=C1	spark	MRYXFOXYTNRDJU-UHFFFAOYSA-N		5.0		
CC1=CC(C)=C(OCC(=O)NC2=C(C)C=CC=C2C)C(C)=C1	spark	YUXASIZIQPQVIG-UHFFFAOYSA-N		5.0		
COC1=CC=C(OC)C(NC(=O)COC2=C(C)C=C(C)C=C2C)=C1	spark	CWVVIMKHHXXONM-UHFFFAOYSA-N		5.0		
COC1=CC=C(NC(=O)COC2=C(C)C=CC=C2)C=C1	spark	JYEADRPBCNYOPB-UHFFFAOYSA-N		5.0		
CC(=O)C1=CC=CC(NC(=O)COC2=C(C)C=CC=C2)=C1	spark	TUHAJFGLYGWUBF-UHFFFAOYSA-N		5.0		
CC(=O)C1=CC=CC=C1NC(=O)NC1=CC(Cl)=C(Cl)C=C1	spark	FCYMXIXGFAMKKU-UHFFFAOYSA-N		5.0		
CC(=O)C1=CC=C(NC(=O)NC2=CC(Cl)=C(Cl)C=C2)C=C1	spark	MURVXIOQTMQZBY-UHFFFAOYSA-N		5.0		
CC1=CC=CC(NC(=O)NC2=CC(Cl)=C(Cl)C=C2)=N1	spark	LAKSASARLXGJSN-UHFFFAOYSA-N	6.0	6.0		
CC1=CC(NC(=O)NC2=CC(Cl)=C(Cl)C=C2)=NC=C1	spark	XNNWOCCAFBMUBL-UHFFFAOYSA-N	6.0	6.0		
ClC1=CC=C(CNC(=O)NC2=CC(Cl)=C(Cl)C=C2)C=C1	spark	YJZIPTRRNVTIKI-UHFFFAOYSA-N		5.0		
CCN1C(=S)S\C(=C(\CC)/C=C2/SC3=C(C=C(OC)C=C3)N2CC)C1=O	spark	HBJHZLQRDYRFQY-BSTPEVQJSA-N		5.0		
COC1=CC=C(C=C1)N1C(=O)CC(N2CCC(C)CC2)C1=O	spark	WUFYPVNMKFIBPM-UHFFFAOYSA-N		5.0		
CN1C(=NC2=C1C=CC=C2)C(C#N)C(=O)C1=C(Cl)C=NC(=N1)S(C)(=O)=O	spark	WEVWLZGTBRBACK-UHFFFAOYSA-N		5.0		
CC1=C(NC(=O)C2=C(Cl)C=NC(=N2)S(C)(=O)=O)C=CC=C1	spark	PQSHNQXRAHWTQX-UHFFFAOYSA-N		6.0		
FC1=CC=C(C=C1)S(=O)(=O)N1CCCC2=C1C=CC=C2	spark	UXEDWAWAWJTDCB-UHFFFAOYSA-N		5.0		
CC1=CC=C(SC2=C(N=C3N=CC=CN23)C2=CC=CC=C2)C=C1	spark	GCTBOIHKNFXLGT-UHFFFAOYSA-N	5.0			
CCCC1=CC(C2=NNC=C2C2=CC3=C(OCO3)C=C2)=C(O)C=C1O	spark	RPXJSZKQTKJXBU-UHFFFAOYSA-N		5.0		
CC1=NN2C=C(C=NC2=C1Br)[N+]([O-])=O	spark	QOCJAPXEVJGPNY-UHFFFAOYSA-N		5.0		
[O-][N+](=O)C1=CC=CC=C1CC1S\C(NC1=O)=N\C1=CC=CC=C1	spark	OFUSUYFICBTORD-UHFFFAOYSA-N		6.0		
